R0119 | Fetch | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0390 | Rev | Apply, pass transcription test, complete transcription jobs | Transcription
R0391 | TranscribeMe | Apply, pass entrance exam, complete transcription tasks | Transcription
R0392 | GoTranscript | Apply, pass test, complete transcription jobs | Transcription
R0393 | Scribie | Apply, pass test, complete transcription tasks | Transcription
R0394 | CastingWords | Apply, pass test, complete transcription jobs | Transcription
R0395 | Tigerfish | Apply, pass test, complete transcription jobs | Transcription
R0396 | Speechpad | Apply, pass test, complete transcription jobs | Transcription
R0397 | Daily Transcription | Apply, pass test, complete transcription jobs | Transcription
R0398 | Transcription Hub | Apply, pass test, complete transcription jobs | Transcription
R0399 | Quicktate | Apply, pass test, complete short transcription tasks | Transcription
R0496 | DietBet | Join a bet, pay entry fee, lose weight, split pot | Other Online
R0036 | Chase Total Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0037 | Chase Business Complete Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0038 | Bank of America Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0039 | Citi Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0040 | Citizens Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0041 | HSBC Premier Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0042 | HSBC Advance Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0043 | PNC Virtual Wallet | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0044 | TD Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0045 | Wells Fargo Everyday Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0046 | Capital One 360 Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0047 | U.S. Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0048 | Truist Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0049 | M&T Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0050 | KeyBank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0051 | Fifth Third Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0052 | BMO Harris Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0053 | Huntington Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0054 | Regions Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0055 | Santander Bank Checking | Open account, fund, set up direct deposit, meet requirements, hold through early-closure period | Bank Bonus
R0056 | Rogue Credit Union | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0057 | Langley Federal Credit Union | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0058 | Sage Credit Union | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0059 | Cedar Rapids Bank & Trust (Maxx) | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0060 | SouthEast Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0061 | Members Exchange Federal Credit Union | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0062 | Elevations Credit Union | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0063 | Visions Federal Credit Union | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0064 | Webster Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0065 | Simmons Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0066 | S&T Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0067 | First Merchants Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0068 | First Financial Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0069 | Old National Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0070 | Associated Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0071 | BOK Financial | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0072 | Arvest Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0073 | Cadence Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0074 | Commerce Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0075 | Eastern Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0076 | First Citizens Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0077 | Frost Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0078 | IBERIABank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0079 | Manufacturers and Traders Trust (M&T) | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0080 | OceanFirst Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0081 | Pacific Premier Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0082 | Renasant Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0083 | Seacoast Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0084 | Texas Capital Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0085 | Valley National Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0086 | Washington Trust Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0087 | Zions Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0088 | Amerant Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0089 | Bank of Hawaii | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0090 | Central Pacific Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0091 | First Hawaiian Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0092 | HomeStreet Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0093 | PacWest (PacWest Bancorp) | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0094 | Royal Bank (Wisconsin) | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0095 | Security National Bank | Open account, meet membership/deposit/activity requirements, hold through early-closure period | Bank Bonus
R0001 | Polymarket | Create account, verify identity, deposit $10, enter promo code, receive $50 trading credit | Prediction Market
R0003 | Blossom Social | Sign up for Blossom social investing app, check for current promotional offers | Prediction Market
R0004 | PredictIt | Sign up for PredictIt, check for any new-user promotions or bonus credits | Prediction Market
R0005 | Manifold Markets | Sign up for Manifold, use free play-money or check for real-money promo offers | Prediction Market
R0006 | Lokai Markets | Sign up for Lokai Markets, check for new-user promotional offers | Prediction Market
R0007 | Timeframe | Sign up for Timeframe prediction market app, check for promos | Prediction Market
R0008 | ZenSports | Sign up for ZenSports, check for promotional betting credits | Prediction Market
R0009 | Betstamp | Sign up for Betstamp, check for promotional offers | Prediction Market
R0010 | Smarkets | Sign up for Smarkets, check for new-user promotions | Prediction Market
R0011 | Binance.US | Sign up for Binance.US, complete KYC, check for signup bonus or trading credit | Prediction Market
R0013 | Coinbase Advanced | Sign up for Coinbase Advanced Trade, check for trading volume bonus | Prediction Market
R0014 | Kraken | Sign up for Kraken, complete KYC, check for signup or deposit promotions | Prediction Market
R0015 | Gemini | Sign up for Gemini, complete KYC, check for signup bonus or crypto rewards | Prediction Market
R0018 | SoFi Invest | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0019 | Public.com | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0020 | J.P. Morgan Self-Directed Investing | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0021 | Acorns | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0022 | Stash | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0023 | Moomoo | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0024 | Firstrade | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0025 | tastytrade | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0026 | E*TRADE | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0027 | Charles Schwab | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0028 | Fidelity | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0029 | Vanguard | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0030 | Interactive Brokers | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0031 | Betterment | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0032 | Wealthfront | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0033 | M1 Finance | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0034 | Ally Invest | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0035 | Vantage/Cash Management | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0486 | Gumroad | Create Gumroad store, upload products, market them | Other Online
R0490 | Fiverr | Create Fiverr profile, list services, complete orders | Other Online
R0495 | HealthyWage | Set weight loss goal, place bet, lose weight, win money | Other Online
R0002 | Kalshi | Create account, verify identity, deposit $10, trade $25 in event contracts, receive $55 bonus credit | Prediction Market
R0245 | JoinBrands | Sign up, create creator profile, apply to campaigns | UGC/Creator
R0246 | Billo | Sign up, submit video pitch, get matched with brand tasks | UGC/Creator
R0247 | Influee | Sign up, apply to UGC jobs, deliver content | UGC/Creator
R0248 | Insense | Sign up, match with brand campaigns, create content | UGC/Creator
R0249 | Trend | Sign up, apply to campaigns, create UGC videos | UGC/Creator
R0250 | AspireIQ | Sign up, match with brands, create content | UGC/Creator
R0251 | Grin | Sign up, match with brands, create content | UGC/Creator
R0252 | Upfluence | Sign up, match with brands, create content | UGC/Creator
R0253 | Creator.co | Sign up, apply to campaigns, create content | UGC/Creator
R0254 | Tribe | Sign up, apply to campaigns, create social posts | UGC/Creator
R0255 | Branded | Sign up, match with brands, create content | UGC/Creator
R0256 | Whalar | Sign up, match with brands, create content | UGC/Creator
R0257 | Obvious.ly | Sign up, match with brands, create content | UGC/Creator
R0258 | Revfluence | Sign up, match with brands, create content | UGC/Creator
R0259 | Collabs (formerly AspireIQ) | Sign up, match with brands, create content | UGC/Creator
R0260 | TapInfluence | Sign up, match with brands, create content | UGC/Creator
R0261 | LTK (formerly RewardStyle) | Sign up, share affiliate links, earn commission on sales | UGC/Creator
R0262 | Amazon Influencer Program | Apply with social media following, create storefront, share links | UGC/Creator
R0263 | ShopMy | Sign up, share product links, earn commission + campaign fees | UGC/Creator
R0264 | Mavely | Sign up, share links, earn commission on referrals | UGC/Creator
R0265 | Octoly | Sign up, apply for product gifting and paid campaigns | UGC/Creator
R0266 | Eleven | Sign up, match with brands, create content | UGC/Creator
R0267 | Cohley | Sign up, apply to campaigns, create content | UGC/Creator
R0268 | BlogMe | Sign up, apply to campaigns, create content | UGC/Creator
R0269 | Brandbacker | Sign up, apply to campaigns, create content | UGC/Creator
R0420 | Campus Reel | Sign up as campus ambassador, create video content about your school | Brand Ambassador
R0421 | Bumble Campus Ambassador | Apply as campus ambassador, promote Bumble at your school | Brand Ambassador
R0422 | Red Bull Student Brand Manager | Apply as Student Brand Manager, organize campus events | Brand Ambassador
R0423 | Spotify Student Ambassador | Apply as campus ambassador, promote Spotify Premium | Brand Ambassador
R0424 | Amazon Campus Ambassador | Apply as campus ambassador, promote Amazon Prime Student | Brand Ambassador
R0425 | Google Student Ambassador | Apply for Google Student Ambassador program | Brand Ambassador
R0426 | Microsoft Student Partner | Apply as Microsoft Student Partner, promote MS tech | Brand Ambassador
R0427 | Adobe Campus Ambassador | Apply as campus ambassador, promote Adobe CC | Brand Ambassador
R0428 | TikTok Campus Ambassador | Apply as campus ambassador, create TikTok content | Brand Ambassador
R0429 | Meta Campus Ambassador | Apply as campus ambassador, promote Meta products | Brand Ambassador
R0491 | Upwork | Create Upwork profile, bid on projects, complete work | Other Online
R0400 | Gengo | Apply, pass translation test, complete translation jobs | Translation
R0401 | OneHourTranslation | Apply, pass test, complete translation jobs | Translation
R0402 | Unbabel | Apply, pass test, complete translation editing tasks | Translation
R0403 | Translate.com | Apply, pass test, complete translation jobs | Translation
R0404 | ProZ | Create profile, bid on translation projects, deliver | Translation
R0405 | Translated.com | Apply, pass test, complete translation jobs | Translation
R0406 | Babbletype | Apply, pass test, complete translation/transcription jobs | Translation
R0407 | TextMaster | Apply, pass test, complete translation jobs | Translation
R0408 | Stepes | Apply, pass test, complete translation jobs on phone | Translation
R0409 | Lionbridge (TELUS) | Apply, pass test, complete translation/localization tasks | Translation
R0271 | Outlier | Apply, pass assessment, complete tasks | AI Training
R0272 | Remotasks | Sign up, complete training, do microtasks | AI Training
R0273 | Scale AI | Apply, pass assessments, complete tasks | AI Training
R0274 | Labelbox | Sign up, complete labeling tasks | AI Training
R0275 | Appen | Sign up, pass assessments, complete tasks | AI Training
R0276 | Telus International | Sign up, pass assessments, complete tasks | AI Training
R0277 | Welocalize | Sign up, pass assessments, complete tasks | AI Training
R0278 | OneForma (AI) | Sign up, pass assessments, complete tasks | AI Training
R0279 | Prolific (AI studies) | Sign up, match with AI studies, participate | AI Training
R0280 | Kled | Sign up, complete AI training tasks | AI Training
R0281 | BeSimple AI (Pila8) | Sign up, complete tasks | AI Training
R0282 | Mindrift | Apply, pass assessment, complete tasks | AI Training
R0283 | Alignerr | Apply, pass assessment, complete tasks | AI Training
R0284 | Flatfile | Sign up, complete tasks | AI Training
R0380 | Voices.com | Create profile, audition for voiceover jobs, deliver audio | Voiceover/Audio
R0381 | Voice123 | Create profile, receive direct invitations, audition and deliver | Voiceover/Audio
R0382 | Bodalgo | Create profile, audition for jobs, deliver audio | Voiceover/Audio
R0384 | Voicebunny | Create profile, accept quick-turn voiceover jobs, deliver | Voiceover/Audio
R0385 | VoiceCrafters | Create profile, audition for commercial voiceover, deliver | Voiceover/Audio
R0386 | Bunny Studio Voice | Create profile, audition for voiceover jobs, deliver | Voiceover/Audio
R0387 | VoiceOver Marketplace | Create profile, browse and apply for voiceover jobs | Voiceover/Audio
R0388 | SnapRecordings | Create profile, audition for phone system recordings, deliver | Voiceover/Audio
R0389 | Voiceover.com | Create profile, audition for jobs, deliver audio | Voiceover/Audio
R0476 | TikTok Creator Fund | Meet eligibility, join Creator Fund, earn from views | Other Online
R0270 | DataAnnotation.tech | Apply, pass Starter Assessment, complete AI training tasks | AI Training
R0477 | YouTube Shorts Fund | Create YouTube Shorts, meet eligibility, earn from views | Other Online
R0383 | ACX (Audiobook Creation Exchange) | Create narrator profile, audition for audiobook projects, narrate | Voiceover/Audio
